TransactionNo,Items,Daypart,DayType
4459,Bread,Morning,Weekday
4460,Bread,Morning,Weekday
4461,Coffee,Morning,Weekday
4461,Scone,Morning,Weekday
4462,Scone,Morning,Weekday
4462,Coffee,Morning,Weekday
4463,Coffee,Morning,Weekday
4464,Farm House,Afternoon,Weekday
4464,Scandinavian,Afternoon,Weekday
4464,Coffee,Afternoon,Weekday
4464,Toast,Afternoon,Weekday
4464,Cake,Afternoon,Weekday
4465,Coffee,Afternoon,Weekday
4465,Bread,Afternoon,Weekday
4468,Coffee,Afternoon,Weekday
4468,Farm House,Afternoon,Weekday
4471,Sandwich,Afternoon,Weekday
4471,Tea,Afternoon,Weekday
4472,Muffin,Afternoon,Weekday
4475,Sandwich,Afternoon,Weekday
4475,Coffee,Afternoon,Weekday
4475,Scone,Afternoon,Weekday
4476,Farm House,Afternoon,Weekday
4477,Sandwich,Afternoon,Weekday
4478,Coffee,Afternoon,Weekday
4478,Bread,Afternoon,Weekday
4479,Tea,Afternoon,Weekday
4479,Tea,Afternoon,Weekday
4480,Sandwich,Afternoon,Weekday
4482,Coke,Afternoon,Weekday
4483,Jammie Dodgers,Afternoon,Weekday
4484,Scone,Afternoon,Weekday
4484,Muffin,Afternoon,Weekday
4484,Pastry,Afternoon,Weekday
4484,Frittata,Afternoon,Weekday
4485,Cake,Afternoon,Weekday
4486,Pastry,Afternoon,Weekday
4486,Coffee,Afternoon,Weekday
4487,Cake,Afternoon,Weekday
4487,Cake,Afternoon,Weekday
4489,Hearty & Seasonal,Afternoon,Weekday
4489,Coffee,Afternoon,Weekday
4489,Tea,Afternoon,Weekday
4490,Fudge,Afternoon,Weekday
4490,Bread,Afternoon,Weekday
4491,Coffee,Afternoon,Weekday
4492,Bread,Afternoon,Weekday
4493,Coffee,Afternoon,Weekday
4493,Cake,Afternoon,Weekday
4494,Coffee,Afternoon,Weekday
4495,Coffee,Afternoon,Weekday
4496,Tea,Afternoon,Weekday
4497,Bread,Afternoon,Weekday
4498,Bread,Afternoon,Weekday
4499,Bread,Afternoon,Weekday
4500,Toast,Morning,Weekday
4500,Coffee,Morning,Weekday
4500,Coffee,Morning,Weekday
4500,Muffin,Morning,Weekday
4501,Medialuna,Morning,Weekday
4501,Medialuna,Morning,Weekday
4501,Hot chocolate,Morning,Weekday
4501,Coffee,Morning,Weekday
4502,Bread,Morning,Weekday
4503,Bread,Morning,Weekday
4503,Pastry,Morning,Weekday
4504,Bread,Morning,Weekday
4505,Coffee,Morning,Weekday
4506,Tea,Morning,Weekday
4506,Sandwich,Morning,Weekday
4507,Coffee,Morning,Weekday
4508,Medialuna,Morning,Weekday
4508,Coffee,Morning,Weekday
4508,Farm House,Morning,Weekday
4509,Coffee,Morning,Weekday
4509,Muffin,Morning,Weekday
4510,Hot chocolate,Morning,Weekday
4510,Coffee,Morning,Weekday
4511,Coffee,Morning,Weekday
4512,Tea,Morning,Weekday
4512,Toast,Morning,Weekday
4512,Tiffin,Morning,Weekday
4512,Muffin,Morning,Weekday
4513,Cookies,Morning,Weekday
4513,Bread,Morning,Weekday
4513,Farm House,Morning,Weekday
4514,Bread,Morning,Weekday
4515,Granola,Morning,Weekday
4516,Scone,Morning,Weekday
4516,Coffee,Morning,Weekday
4516,Coffee,Morning,Weekday
4517,Bread,Morning,Weekday
4518,Coffee,Morning,Weekday
4518,Medialuna,Morning,Weekday
4519,Coffee,Morning,Weekday
4519,Coffee,Morning,Weekday
4519,Pastry,Morning,Weekday
4519,Muffin,Morning,Weekday
4520,Hot chocolate,Morning,Weekday
4520,Coffee,Morning,Weekday
4521,Bread,Morning,Weekday
4522,Bread,Morning,Weekday
4524,Bread,Morning,Weekday
4524,Coffee,Morning,Weekday
4525,Bread,Morning,Weekday
4527,Coffee,Afternoon,Weekday
4527,Hearty & Seasonal,Afternoon,Weekday
4528,Bread,Afternoon,Weekday
4529,Coffee,Afternoon,Weekday
4529,Coffee,Afternoon,Weekday
4529,Art Tray,Afternoon,Weekday
4529,Sandwich,Afternoon,Weekday
4529,Bread,Afternoon,Weekday
4530,Bread,Afternoon,Weekday
4530,Cake,Afternoon,Weekday
4531,Muffin,Afternoon,Weekday
4531,Alfajores,Afternoon,Weekday
4531,Tiffin,Afternoon,Weekday
4531,Tea,Afternoon,Weekday
4532,Coffee,Afternoon,Weekday
4533,Scandinavian,Afternoon,Weekday
4534,Afternoon with the baker,Afternoon,Weekday
4534,Cake,Afternoon,Weekday
4535,Bread,Afternoon,Weekday
4536,Bread,Afternoon,Weekday
4536,Cake,Afternoon,Weekday
4536,Coffee,Afternoon,Weekday
4536,Tea,Afternoon,Weekday
4536,Scandinavian,Afternoon,Weekday
4537,Scandinavian,Afternoon,Weekday
4539,Coffee,Afternoon,Weekday
4539,Coffee,Afternoon,Weekday
4540,Bread,Afternoon,Weekday
4540,Sandwich,Afternoon,Weekday
4541,Afternoon with the baker,Afternoon,Weekday
4542,Cake,Afternoon,Weekday
4543,Tea,Afternoon,Weekday
4545,Coffee,Afternoon,Weekday
4545,Cake,Afternoon,Weekday
4546,Coffee,Afternoon,Weekday
4547,Coffee,Afternoon,Weekday
4547,Bread,Afternoon,Weekday
4547,Cake,Afternoon,Weekday
4548,Scone,Afternoon,Weekday
4548,Coffee,Afternoon,Weekday
4549,Hot chocolate,Afternoon,Weekday
4549,Hot chocolate,Afternoon,Weekday
4550,Tea,Afternoon,Weekday
4550,Cookies,Afternoon,Weekday
4550,Cake,Afternoon,Weekday
4551,Coffee,Morning,Weekday
4552,Pastry,Morning,Weekday
4552,Pastry,Morning,Weekday
4552,Tea,Morning,Weekday
4552,Bread,Morning,Weekday
4553,Coffee,Morning,Weekday
4553,Toast,Morning,Weekday
4554,Bread,Morning,Weekday
4554,Coffee,Morning,Weekday
4555,Coffee,Morning,Weekday
4556,Farm House,Morning,Weekday
4557,Tea,Morning,Weekday
4557,Coffee,Morning,Weekday
4558,Cookies,Morning,Weekday
4559,Coffee,Morning,Weekday
4560,Bread,Morning,Weekday
4561,Jammie Dodgers,Morning,Weekday
4561,Juice,Morning,Weekday
4562,Bread,Morning,Weekday
4563,Cake,Morning,Weekday
4563,Coffee,Morning,Weekday
4563,Tea,Morning,Weekday
4564,Hot chocolate,Morning,Weekday
4565,Coffee,Morning,Weekday
4565,Alfajores,Morning,Weekday
4565,Alfajores,Morning,Weekday
4565,Bread,Morning,Weekday
4566,Tiffin,Morning,Weekday
4566,Cookies,Morning,Weekday
4566,Coffee,Morning,Weekday
4567,Jammie Dodgers,Morning,Weekday
4568,Coffee,Morning,Weekday
4568,Tea,Morning,Weekday
4568,Cake,Morning,Weekday
4568,Toast,Morning,Weekday
4569,Coffee,Morning,Weekday
4569,Coffee,Morning,Weekday
4570,Coffee,Morning,Weekday
4570,Vegan mincepie,Morning,Weekday
4571,Bread,Morning,Weekday
4571,Tea,Morning,Weekday
4572,Toast,Morning,Weekday
4572,Coffee,Morning,Weekday
4572,Coffee,Morning,Weekday
4573,Tea,Morning,Weekday
4574,Coffee,Morning,Weekday
4575,Cake,Morning,Weekday
4576,Coffee,Morning,Weekday
4577,Bread,Morning,Weekday
4578,Toast,Morning,Weekday
4578,Coffee,Morning,Weekday
4579,Cookies,Morning,Weekday
4581,Tea,Afternoon,Weekday
4581,Toast,Afternoon,Weekday
4582,Farm House,Afternoon,Weekday
4583,Coke,Afternoon,Weekday
4584,Coke,Afternoon,Weekday
4585,Bread,Afternoon,Weekday
4586,Toast,Afternoon,Weekday
4587,Bread,Afternoon,Weekday
4587,Tiffin,Afternoon,Weekday
4587,Coffee,Afternoon,Weekday
4588,Coffee,Afternoon,Weekday
4588,Jammie Dodgers,Afternoon,Weekday
4588,Frittata,Afternoon,Weekday
4589,Frittata,Afternoon,Weekday
4589,Coffee,Afternoon,Weekday
4589,Coffee,Afternoon,Weekday
4590,Tea,Afternoon,Weekday
4590,Bread,Afternoon,Weekday
4591,Coffee,Afternoon,Weekday
4592,Bread,Afternoon,Weekday
4593,Tea,Morning,Weekday
4594,Scandinavian,Morning,Weekday
4595,Farm House,Morning,Weekday
4595,Hot chocolate,Morning,Weekday
4595,Coffee,Morning,Weekday
4596,Pastry,Morning,Weekday
4596,Scandinavian,Morning,Weekday
4597,Coffee,Morning,Weekday
4597,Coffee,Morning,Weekday
4597,Toast,Morning,Weekday
4597,Coffee,Morning,Weekday
4598,Bread,Morning,Weekday
4599,Coffee,Morning,Weekday
4599,Coffee,Morning,Weekday
4599,Coffee,Morning,Weekday
4599,Cake,Morning,Weekday
4599,Cookies,Morning,Weekday
4600,Bread,Morning,Weekday
4600,Toast,Morning,Weekday
4601,Coffee,Morning,Weekday
4601,Sandwich,Morning,Weekday
4601,Bread,Morning,Weekday
4602,Coffee,Morning,Weekday
4603,Bread,Morning,Weekday
4603,Scandinavian,Morning,Weekday
4604,Coffee,Morning,Weekday
4604,Medialuna,Morning,Weekday
4604,Alfajores,Morning,Weekday
4605,Coffee,Morning,Weekday
4606,Pastry,Morning,Weekday
4606,Coffee,Morning,Weekday
4607,Coffee,Afternoon,Weekday
4607,Coffee,Afternoon,Weekday
4607,Juice,Afternoon,Weekday
4608,Coffee,Afternoon,Weekday
4609,Coffee,Afternoon,Weekday
4609,Bread,Afternoon,Weekday
4609,Salad,Afternoon,Weekday
4609,Pastry,Afternoon,Weekday
4610,Coffee,Afternoon,Weekday
4611,Bread,Afternoon,Weekday
4612,Bread,Afternoon,Weekday
4613,Hot chocolate,Afternoon,Weekday
4614,Coffee,Afternoon,Weekday
4614,Toast,Afternoon,Weekday
4615,Sandwich,Afternoon,Weekday
4616,Truffles,Afternoon,Weekday
4617,Medialuna,Afternoon,Weekday
4617,Cake,Afternoon,Weekday
4617,Toast,Afternoon,Weekday
4617,Coffee,Afternoon,Weekday
4617,Coffee,Afternoon,Weekday
4618,Coffee,Afternoon,Weekday
4619,Coffee,Afternoon,Weekday
4619,Cake,Afternoon,Weekday
4619,Vegan mincepie,Afternoon,Weekday
4620,Bread,Afternoon,Weekday
4622,Farm House,Afternoon,Weekday
4623,Coffee,Afternoon,Weekday
4624,Scone,Afternoon,Weekday
4624,Tea,Afternoon,Weekday
4624,Sandwich,Afternoon,Weekday
4625,Bread,Afternoon,Weekday
4625,Coffee,Afternoon,Weekday
4626,Coffee,Afternoon,Weekday
4626,Jammie Dodgers,Afternoon,Weekday
4627,Tea,Afternoon,Weekday
4627,Coffee,Afternoon,Weekday
4627,Toast,Afternoon,Weekday
4628,Tea,Afternoon,Weekday
4628,Coffee,Afternoon,Weekday
4628,Bread,Afternoon,Weekday
4628,Salad,Afternoon,Weekday
4628,Tiffin,Afternoon,Weekday
4629,Cake,Afternoon,Weekday
4629,Pastry,Afternoon,Weekday
4629,Pastry,Afternoon,Weekday
4629,Alfajores,Afternoon,Weekday
4629,Alfajores,Afternoon,Weekday
4629,Coffee,Afternoon,Weekday
4629,Bread,Afternoon,Weekday
4630,Coffee,Afternoon,Weekday
4630,Scone,Afternoon,Weekday
4631,Tea,Afternoon,Weekday
4632,Brownie,Afternoon,Weekday
4632,Pastry,Afternoon,Weekday
4632,Coffee,Afternoon,Weekday
4634,Bread,Afternoon,Weekday
4635,Tea,Afternoon,Weekday
4636,Scone,Afternoon,Weekday
4637,Bread,Afternoon,Weekday
4638,Tea,Afternoon,Weekday
4638,Scone,Afternoon,Weekday
4639,Coffee,Afternoon,Weekday
4639,Tea,Afternoon,Weekday
4639,Scone,Afternoon,Weekday
4639,Cake,Afternoon,Weekday
4640,Coffee,Afternoon,Weekday
4640,Truffles,Afternoon,Weekday
4640,Cake,Afternoon,Weekday
4640,Vegan mincepie,Afternoon,Weekday
4641,Bread,Afternoon,Weekday
4642,Hot chocolate,Afternoon,Weekday
4642,Medialuna,Afternoon,Weekday
4643,Tea,Evening,Weekday
4643,Hot chocolate,Evening,Weekday
4643,Cookies,Evening,Weekday
4643,Jammie Dodgers,Evening,Weekday
4643,Bread,Evening,Weekday
4644,Bread,Morning,Weekend
4645,Coffee,Morning,Weekend
4645,Coffee,Morning,Weekend
4645,Toast,Morning,Weekend
4646,Coffee,Morning,Weekend
4647,Scandinavian,Morning,Weekend
4647,Bread,Morning,Weekend
4649,Tea,Morning,Weekend
4649,Cookies,Morning,Weekend
4649,Tiffin,Morning,Weekend
4649,Brownie,Morning,Weekend
4649,Coffee,Morning,Weekend
4650,Tiffin,Morning,Weekend
4651,Coffee,Morning,Weekend
4652,Coffee,Morning,Weekend
4652,Toast,Morning,Weekend
4652,Tiffin,Morning,Weekend
4652,Farm House,Morning,Weekend
4653,Hot chocolate,Morning,Weekend
4653,Bread,Morning,Weekend
4653,Medialuna,Morning,Weekend
4653,Toast,Morning,Weekend
4654,Hot chocolate,Morning,Weekend
4654,Bread,Morning,Weekend
4654,Medialuna,Morning,Weekend
4654,Toast,Morning,Weekend
4655,Hot chocolate,Morning,Weekend
4655,Bread,Morning,Weekend
4655,Medialuna,Morning,Weekend
4655,Toast,Morning,Weekend
4656,Alfajores,Morning,Weekend
4656,Scone,Morning,Weekend
4657,Coffee,Morning,Weekend
4657,Cookies,Morning,Weekend
4658,Coffee,Morning,Weekend
4659,Brownie,Morning,Weekend
4659,Pastry,Morning,Weekend
4659,Bread,Morning,Weekend
4660,Bread,Morning,Weekend
4661,Pastry,Morning,Weekend
4661,Bread,Morning,Weekend
4662,Coffee,Morning,Weekend
4663,Coffee,Morning,Weekend
4663,Hot chocolate,Morning,Weekend
4663,Hearty & Seasonal,Morning,Weekend
4663,Bread,Morning,Weekend
4664,Coffee,Morning,Weekend
4665,Bread,Morning,Weekend
4666,Cake,Morning,Weekend
4667,Coffee,Morning,Weekend
4667,Coffee,Morning,Weekend
4667,Cookies,Morning,Weekend
4667,Scone,Morning,Weekend
4668,Coffee,Morning,Weekend
4668,Coffee,Morning,Weekend
4668,Medialuna,Morning,Weekend
4668,Cake,Morning,Weekend
4668,Tiffin,Morning,Weekend
4669,Coffee,Morning,Weekend
4669,Medialuna,Morning,Weekend
4669,Medialuna,Morning,Weekend
4669,Medialuna,Morning,Weekend
4670,Tea,Morning,Weekend
4670,Truffles,Morning,Weekend
4670,Medialuna,Morning,Weekend
4671,Pastry,Morning,Weekend
4671,Coffee,Morning,Weekend
4672,Coffee,Morning,Weekend
4672,Coffee,Morning,Weekend
4672,Hot chocolate,Morning,Weekend
4673,Scandinavian,Morning,Weekend
4674,Coffee,Morning,Weekend
4674,Coffee,Morning,Weekend
4674,Tea,Morning,Weekend
4674,Scone,Morning,Weekend
4675,Coffee,Morning,Weekend
4676,Hot chocolate,Morning,Weekend
4676,Coffee,Morning,Weekend
4676,Bread,Morning,Weekend
4676,Scone,Morning,Weekend
4676,Cookies,Morning,Weekend
4676,Hearty & Seasonal,Morning,Weekend
4677,Bread,Afternoon,Weekend
4678,Bread,Afternoon,Weekend
4679,Coffee,Afternoon,Weekend
4679,Alfajores,Afternoon,Weekend
4679,Pastry,Afternoon,Weekend
4680,Cake,Afternoon,Weekend
4680,Tiffin,Afternoon,Weekend
4680,Bread,Afternoon,Weekend
4680,Hot chocolate,Afternoon,Weekend
4680,Coffee,Afternoon,Weekend
4681,Cake,Afternoon,Weekend
4681,Farm House,Afternoon,Weekend
4682,Coffee,Afternoon,Weekend
4682,Pastry,Afternoon,Weekend
4683,Coffee,Afternoon,Weekend
4683,Alfajores,Afternoon,Weekend
4684,Tea,Afternoon,Weekend
4685,Coffee,Afternoon,Weekend
4685,Hearty & Seasonal,Afternoon,Weekend
4686,Coffee,Afternoon,Weekend
4686,Coffee,Afternoon,Weekend
4687,Bread,Afternoon,Weekend
4687,Tea,Afternoon,Weekend
4687,Tiffin,Afternoon,Weekend
4688,Tea,Afternoon,Weekend
4689,Bread,Afternoon,Weekend
4690,Coffee,Afternoon,Weekend
4690,Tea,Afternoon,Weekend
4691,Bread,Afternoon,Weekend
4692,Coffee,Afternoon,Weekend
4692,Tea,Afternoon,Weekend
4692,Tea,Afternoon,Weekend
4692,Hearty & Seasonal,Afternoon,Weekend
4692,Tiffin,Afternoon,Weekend
4692,Bread,Afternoon,Weekend
4692,Cake,Afternoon,Weekend
4693,Bread,Afternoon,Weekend
4694,Bread,Afternoon,Weekend
4695,Hot chocolate,Afternoon,Weekend
4696,Coffee,Afternoon,Weekend
4696,Coffee,Afternoon,Weekend
4696,Brownie,Afternoon,Weekend
4696,Pastry,Afternoon,Weekend
4696,Bread,Afternoon,Weekend
4697,Scone,Afternoon,Weekend
4698,Coffee,Afternoon,Weekend
4698,Brownie,Afternoon,Weekend
4698,Alfajores,Afternoon,Weekend
4698,Toast,Afternoon,Weekend
4698,Juice,Afternoon,Weekend
4699,Coffee,Afternoon,Weekend
4699,Coffee,Afternoon,Weekend
4699,Tea,Afternoon,Weekend
4699,Bread,Afternoon,Weekend
4699,Cake,Afternoon,Weekend
4699,Alfajores,Afternoon,Weekend
4699,Toast,Afternoon,Weekend
4701,Hearty & Seasonal,Afternoon,Weekend
4701,Sandwich,Afternoon,Weekend
4701,Coffee,Afternoon,Weekend
4702,Juice,Afternoon,Weekend
4702,Hot chocolate,Afternoon,Weekend
4702,Coffee,Afternoon,Weekend
4702,Hearty & Seasonal,Afternoon,Weekend
4703,Brownie,Afternoon,Weekend
4703,Bread,Afternoon,Weekend
4704,Coffee,Afternoon,Weekend
4704,Coffee,Afternoon,Weekend
4704,Cake,Afternoon,Weekend
4704,Sandwich,Afternoon,Weekend
4704,Hearty & Seasonal,Afternoon,Weekend
4705,Coffee,Afternoon,Weekend
4706,Fudge,Afternoon,Weekend
4707,Tiffin,Afternoon,Weekend
4707,Scone,Afternoon,Weekend
4707,Tea,Afternoon,Weekend
4708,Coffee,Afternoon,Weekend
4708,Sandwich,Afternoon,Weekend
4709,Frittata,Afternoon,Weekend
4709,Tea,Afternoon,Weekend
4709,Bread,Afternoon,Weekend
4710,Coffee,Afternoon,Weekend
4711,Farm House,Afternoon,Weekend
4712,Bread,Afternoon,Weekend
4712,Cake,Afternoon,Weekend
4712,Alfajores,Afternoon,Weekend
4712,Bread,Afternoon,Weekend
4713,Coffee,Afternoon,Weekend
4713,Bread,Afternoon,Weekend
4713,Cake,Afternoon,Weekend
4714,Mineral water,Afternoon,Weekend
4715,Bread,Afternoon,Weekend
4716,Focaccia,Afternoon,Weekend
4717,Tea,Afternoon,Weekend
4717,Bread,Afternoon,Weekend
4718,Scandinavian,Afternoon,Weekend
4719,Cake,Afternoon,Weekend
4720,Tiffin,Afternoon,Weekend
4721,Muffin,Afternoon,Weekend
4721,Cookies,Afternoon,Weekend
4722,Coffee,Afternoon,Weekend
4722,Cake,Afternoon,Weekend
4723,Afternoon with the baker,Evening,Weekend
4724,Afternoon with the baker,Evening,Weekend
4725,Afternoon with the baker,Evening,Weekend
4726,Coffee,Morning,Weekend
4726,Cake,Morning,Weekend
4727,Medialuna,Morning,Weekend
4728,Cake,Morning,Weekend
4728,Bread,Morning,Weekend
4728,Jammie Dodgers,Morning,Weekend
4729,Bread,Morning,Weekend
4730,Coffee,Morning,Weekend
4730,The Nomad,Morning,Weekend
4731,The Nomad,Morning,Weekend
4731,Tea,Morning,Weekend
4731,Bread,Morning,Weekend
4731,Tiffin,Morning,Weekend
4732,Coffee,Morning,Weekend
4732,Bread,Morning,Weekend
4733,Coffee,Morning,Weekend
4734,Bread,Morning,Weekend
4734,Coffee,Morning,Weekend
4734,Brioche and salami,Morning,Weekend
4735,Coffee,Morning,Weekend
4735,Coffee,Morning,Weekend
4735,Granola,Morning,Weekend
4735,Bread,Morning,Weekend
4736,Coffee,Morning,Weekend
4736,Coffee,Morning,Weekend
4736,Juice,Morning,Weekend
4736,Cake,Morning,Weekend
4736,Scone,Morning,Weekend
4737,Coffee,Morning,Weekend
4737,Bread,Morning,Weekend
4738,Bread,Morning,Weekend
4738,Bread,Morning,Weekend
4739,Bread,Morning,Weekend
4740,Bread,Morning,Weekend
4740,Farm House,Morning,Weekend
4741,Medialuna,Morning,Weekend
4741,Pastry,Morning,Weekend
4741,Coffee,Morning,Weekend
4741,Coffee,Morning,Weekend
4741,Bread,Morning,Weekend
4742,Coffee,Afternoon,Weekend
4742,Bread,Afternoon,Weekend
4742,Farm House,Afternoon,Weekend
4743,Coffee,Afternoon,Weekend
4743,Pastry,Afternoon,Weekend
4744,Pastry,Afternoon,Weekend
4744,Bread,Afternoon,Weekend
4745,Bread,Afternoon,Weekend
4746,Coffee,Afternoon,Weekend
4746,Bread,Afternoon,Weekend
4747,Coffee,Afternoon,Weekend
4748,Bread,Afternoon,Weekend
4748,Juice,Afternoon,Weekend
4748,Jammie Dodgers,Afternoon,Weekend
4748,Brownie,Afternoon,Weekend
4749,Toast,Afternoon,Weekend
4749,Granola,Afternoon,Weekend
4749,Pastry,Afternoon,Weekend
4749,Coffee,Afternoon,Weekend
4749,Bread,Afternoon,Weekend
4750,Coffee,Afternoon,Weekend
4750,Cake,Afternoon,Weekend
4750,Tiffin,Afternoon,Weekend
4750,Granola,Afternoon,Weekend
4751,Gingerbread syrup,Afternoon,Weekend
4751,Coffee,Afternoon,Weekend
4752,Hearty & Seasonal,Afternoon,Weekend
4752,Coffee,Afternoon,Weekend
4752,Cake,Afternoon,Weekend
4753,Pastry,Afternoon,Weekend
4753,Tea,Afternoon,Weekend
4753,Coffee,Afternoon,Weekend
4753,Bread,Afternoon,Weekend
4754,Coffee,Afternoon,Weekend
4754,Alfajores,Afternoon,Weekend
4756,Medialuna,Afternoon,Weekend
4756,Jammie Dodgers,Afternoon,Weekend
4756,Muffin,Afternoon,Weekend
4756,Sandwich,Afternoon,Weekend
4757,Bread,Afternoon,Weekend
4758,Coffee,Afternoon,Weekend
4758,Tea,Afternoon,Weekend
4758,Juice,Afternoon,Weekend
4759,Alfajores,Afternoon,Weekend
4760,Hearty & Seasonal,Afternoon,Weekend
4760,Truffles,Afternoon,Weekend
4760,Mineral water,Afternoon,Weekend
4760,Bread,Afternoon,Weekend
4760,Scone,Afternoon,Weekend
4760,Bread,Afternoon,Weekend
4761,Coffee,Afternoon,Weekend
4761,Jammie Dodgers,Afternoon,Weekend
4761,Cookies,Afternoon,Weekend
4762,Bread,Afternoon,Weekend
4762,Toast,Afternoon,Weekend
4763,Coffee,Afternoon,Weekend
4763,Bread,Afternoon,Weekend
4763,Bread,Afternoon,Weekend
4764,Coffee,Afternoon,Weekend
4764,Truffles,Afternoon,Weekend
4765,Scone,Afternoon,Weekend
4765,Bread,Afternoon,Weekend
4765,Bread,Afternoon,Weekend
4766,Coffee,Afternoon,Weekend
4766,Tea,Afternoon,Weekend
4766,Cake,Afternoon,Weekend
4766,Jammie Dodgers,Afternoon,Weekend
4767,Coffee,Afternoon,Weekend
4767,Jammie Dodgers,Afternoon,Weekend
4768,Bread,Afternoon,Weekend
4769,Medialuna,Afternoon,Weekend
4769,Alfajores,Afternoon,Weekend
4769,Coffee,Afternoon,Weekend
4769,Tea,Afternoon,Weekend
4770,Brownie,Afternoon,Weekend
4770,Alfajores,Afternoon,Weekend
4770,Hot chocolate,Afternoon,Weekend
4770,Tea,Afternoon,Weekend
4770,Bread,Afternoon,Weekend
4771,Coffee,Morning,Weekday
4771,Scone,Morning,Weekday
4772,Bread,Morning,Weekday
4773,Afternoon with the baker,Morning,Weekday
4774,Bread,Morning,Weekday
4775,Coffee,Morning,Weekday
4776,Bread,Morning,Weekday
4777,Bread,Morning,Weekday
4778,Bread,Morning,Weekday
4779,Scandinavian,Morning,Weekday
4779,Bread,Morning,Weekday
4779,Cookies,Morning,Weekday
4780,Coffee,Morning,Weekday
4781,Coffee,Morning,Weekday
4782,Coffee,Morning,Weekday
4782,Medialuna,Morning,Weekday
4782,Cookies,Morning,Weekday
4783,Cookies,Morning,Weekday
4783,Coffee,Morning,Weekday
4783,Bread,Morning,Weekday
4783,Juice,Morning,Weekday
4784,Hot chocolate,Morning,Weekday
4784,Hot chocolate,Morning,Weekday
4784,Cookies,Morning,Weekday
4785,Bread,Morning,Weekday
4786,Coffee,Morning,Weekday
4787,Tea,Morning,Weekday
4787,Cake,Morning,Weekday
4788,Cookies,Morning,Weekday
4788,Tea,Morning,Weekday
4789,Coffee,Morning,Weekday
4790,Bread,Afternoon,Weekday
4790,Medialuna,Afternoon,Weekday
4791,Scone,Afternoon,Weekday
4791,Coffee,Afternoon,Weekday
4791,Tea,Afternoon,Weekday
4792,Bread,Afternoon,Weekday
4792,Brownie,Afternoon,Weekday
4793,Sandwich,Afternoon,Weekday
4794,Coffee,Afternoon,Weekday
4795,Toast,Afternoon,Weekday
4796,Bread,Afternoon,Weekday
4797,Bread,Afternoon,Weekday
4798,Coffee,Afternoon,Weekday
4798,Coffee,Afternoon,Weekday
4799,Coffee,Afternoon,Weekday
4800,Tea,Afternoon,Weekday
4800,Bread,Afternoon,Weekday
4801,Coffee,Afternoon,Weekday
4802,Coke,Afternoon,Weekday
4803,Jammie Dodgers,Afternoon,Weekday
4803,Bread,Afternoon,Weekday
4804,Bread,Afternoon,Weekday
4804,Medialuna,Afternoon,Weekday
4804,Alfajores,Afternoon,Weekday
4805,Medialuna,Afternoon,Weekday
4806,Coffee,Afternoon,Weekday
4807,Bread,Afternoon,Weekday
4807,Coffee,Afternoon,Weekday
4808,Coke,Afternoon,Weekday
4808,Tea,Afternoon,Weekday
4811,Truffles,Afternoon,Weekday
4812,Muffin,Afternoon,Weekday
4813,Alfajores,Afternoon,Weekday
4813,Bread,Afternoon,Weekday
4814,Bread,Afternoon,Weekday
4816,Coffee,Morning,Weekday
4816,Pastry,Morning,Weekday
4817,Tea,Morning,Weekday
4817,Coffee,Morning,Weekday
4817,Coffee,Morning,Weekday
4818,Coffee,Morning,Weekday
4818,Toast,Morning,Weekday
4819,Coffee,Morning,Weekday
4819,Coffee,Morning,Weekday
4820,Coffee,Morning,Weekday
4820,Pastry,Morning,Weekday
4821,Sandwich,Morning,Weekday
4821,Bread,Morning,Weekday
4822,Coffee,Morning,Weekday
4822,Coffee,Morning,Weekday
4822,Alfajores,Morning,Weekday
4823,Bread,Morning,Weekday
4823,Medialuna,Morning,Weekday
4824,Bread,Morning,Weekday
4825,Tea,Morning,Weekday
4826,Coffee,Morning,Weekday
4826,Coffee,Morning,Weekday
4827,Alfajores,Morning,Weekday
4828,Alfajores,Morning,Weekday
4828,Bread,Morning,Weekday
4830,Coffee,Morning,Weekday
4831,Coffee,Afternoon,Weekday
4831,Coffee,Afternoon,Weekday
4832,Coffee,Afternoon,Weekday
4832,Cake,Afternoon,Weekday
4833,Bread,Afternoon,Weekday
4833,Jammie Dodgers,Afternoon,Weekday
4834,Coffee,Afternoon,Weekday
4834,Coffee,Afternoon,Weekday
4834,Toast,Afternoon,Weekday
4834,Sandwich,Afternoon,Weekday
4835,Coffee,Afternoon,Weekday
4835,Smoothies,Afternoon,Weekday
4835,Sandwich,Afternoon,Weekday
4835,Hearty & Seasonal,Afternoon,Weekday
4835,Cake,Afternoon,Weekday
4836,Bread,Afternoon,Weekday
4837,Sandwich,Afternoon,Weekday
4837,Truffles,Afternoon,Weekday
4838,Salad,Afternoon,Weekday
4838,Sandwich,Afternoon,Weekday
4838,Coffee,Afternoon,Weekday
4839,Muffin,Afternoon,Weekday
4839,Cookies,Afternoon,Weekday
4839,Bread,Afternoon,Weekday
4839,Hot chocolate,Afternoon,Weekday
4839,Hearty & Seasonal,Afternoon,Weekday
4840,Farm House,Afternoon,Weekday
4841,Truffles,Afternoon,Weekday
4841,Cake,Afternoon,Weekday
4841,Scandinavian,Afternoon,Weekday
4841,Coffee,Afternoon,Weekday
4842,Tea,Afternoon,Weekday
4843,Salad,Afternoon,Weekday
4843,Sandwich,Afternoon,Weekday
4843,Bread,Afternoon,Weekday
4843,Coffee,Afternoon,Weekday
4843,Alfajores,Afternoon,Weekday
